,Date,sulfate,nitrate,ID
0,2004-01-01,,,77
1,2004-01-02,,,77
2,2004-01-03,,,77
3,2004-01-04,,,77
4,2004-01-05,,,77
5,2004-01-06,,,77
6,2004-01-07,,,77
7,2004-01-08,,,77
8,2004-01-09,,,77
9,2004-01-10,,,77
10,2004-01-11,,,77
11,2004-01-12,,,77
12,2004-01-13,,,77
13,2004-01-14,,,77
14,2004-01-15,,,77
15,2004-01-16,1.77,8.11,77
16,2004-01-17,,,77
17,2004-01-18,,,77
18,2004-01-19,,,77
19,2004-01-20,,,77
20,2004-01-21,,,77
21,2004-01-22,0.885,0.914,77
22,2004-01-23,,,77
23,2004-01-24,,,77
24,2004-01-25,,,77
25,2004-01-26,,,77
26,2004-01-27,,,77
27,2004-01-28,1.46,6.25,77
28,2004-01-29,,,77
29,2004-01-30,,,77
30,2004-01-31,,,77
31,2004-02-01,,,77
32,2004-02-02,,,77
33,2004-02-03,3.98,8.74,77
34,2004-02-04,,,77
35,2004-02-05,,,77
36,2004-02-06,,,77
37,2004-02-07,,,77
38,2004-02-08,,,77
39,2004-02-09,2.59,4.42,77
40,2004-02-10,,,77
41,2004-02-11,,,77
42,2004-02-12,,,77
43,2004-02-13,,,77
44,2004-02-14,,,77
45,2004-02-15,1.37,2.73,77
46,2004-02-16,,,77
47,2004-02-17,,,77
48,2004-02-18,,,77
49,2004-02-19,,,77
50,2004-02-20,,,77
51,2004-02-21,2.47,2.01,77
52,2004-02-22,,,77
53,2004-02-23,,,77
54,2004-02-24,,,77
55,2004-02-25,,,77
56,2004-02-26,,,77
57,2004-02-27,4.58,11.1,77
58,2004-02-28,,,77
59,2004-02-29,,,77
60,2004-03-01,,,77
61,2004-03-02,,,77
62,2004-03-03,,,77
63,2004-03-04,4.98,12.1,77
64,2004-03-05,,,77
65,2004-03-06,,,77
66,2004-03-07,,,77
67,2004-03-08,,,77
68,2004-03-09,,,77
69,2004-03-10,3.68,3.24,77
70,2004-03-11,,,77
71,2004-03-12,,,77
72,2004-03-13,,,77
73,2004-03-14,,,77
74,2004-03-15,,,77
75,2004-03-16,3.04,3.42,77
76,2004-03-17,,,77
77,2004-03-18,,,77
78,2004-03-19,,,77
79,2004-03-20,,,77
80,2004-03-21,,,77
81,2004-03-22,1.36,2.99,77
82,2004-03-23,,,77
83,2004-03-24,,,77
84,2004-03-25,,,77
85,2004-03-26,,,77
86,2004-03-27,,,77
87,2004-03-28,3.15,3.13,77
88,2004-03-29,,,77
89,2004-03-30,,,77
90,2004-03-31,,,77
91,2004-04-01,,,77
92,2004-04-02,,,77
93,2004-04-03,0.934,1.23,77
94,2004-04-04,,,77
95,2004-04-05,,,77
96,2004-04-06,,,77
97,2004-04-07,,,77
98,2004-04-08,,,77
99,2004-04-09,2.24,4.3,77
100,2004-04-10,,,77
101,2004-04-11,,,77
102,2004-04-12,,,77
103,2004-04-13,,,77
104,2004-04-14,,,77
105,2004-04-15,2.89,2.66,77
106,2004-04-16,,,77
107,2004-04-17,,,77
108,2004-04-18,,,77
109,2004-04-19,,,77
110,2004-04-20,,,77
111,2004-04-21,1.9,1.85,77
112,2004-04-22,,,77
113,2004-04-23,,,77
114,2004-04-24,,,77
115,2004-04-25,,,77
116,2004-04-26,,,77
117,2004-04-27,1.18,0.863,77
118,2004-04-28,,,77
119,2004-04-29,,,77
120,2004-04-30,,,77
121,2004-05-01,,,77
122,2004-05-02,,,77
123,2004-05-03,1.66,2.22,77
124,2004-05-04,,,77
125,2004-05-05,,,77
126,2004-05-06,,,77
127,2004-05-07,,,77
128,2004-05-08,,,77
129,2004-05-09,4.81,4.14,77
130,2004-05-10,,,77
131,2004-05-11,,,77
132,2004-05-12,,,77
133,2004-05-13,,,77
134,2004-05-14,,,77
135,2004-05-15,1.14,0.563,77
136,2004-05-16,,,77
137,2004-05-17,,,77
138,2004-05-18,,,77
139,2004-05-19,,,77
140,2004-05-20,,,77
141,2004-05-21,3.61,2.7,77
142,2004-05-22,,,77
143,2004-05-23,,,77
144,2004-05-24,,,77
145,2004-05-25,,,77
146,2004-05-26,,,77
147,2004-05-27,3.64,2.46,77
148,2004-05-28,,,77
149,2004-05-29,,,77
150,2004-05-30,,,77
151,2004-05-31,,,77
152,2004-06-01,,,77
153,2004-06-02,1.49,0.994,77
154,2004-06-03,,,77
155,2004-06-04,,,77
156,2004-06-05,,,77
157,2004-06-06,,,77
158,2004-06-07,,,77
159,2004-06-08,4.75,1.01,77
160,2004-06-09,,,77
161,2004-06-10,,,77
162,2004-06-11,,,77
163,2004-06-12,,,77
164,2004-06-13,,,77
165,2004-06-14,1.33,0.53,77
166,2004-06-15,,,77
167,2004-06-16,,,77
168,2004-06-17,,,77
169,2004-06-18,,,77
170,2004-06-19,,,77
171,2004-06-20,2.07,0.674,77
172,2004-06-21,,,77
173,2004-06-22,,,77
174,2004-06-23,,,77
175,2004-06-24,,,77
176,2004-06-25,,,77
177,2004-06-26,1.29,0.469,77
178,2004-06-27,,,77
179,2004-06-28,,,77
180,2004-06-29,,,77
181,2004-06-30,,,77
182,2004-07-01,,,77
183,2004-07-02,5.76,1.27,77
184,2004-07-03,,,77
185,2004-07-04,,,77
186,2004-07-05,,,77
187,2004-07-06,,,77
188,2004-07-07,,,77
189,2004-07-08,0.924,0.412,77
190,2004-07-09,,,77
191,2004-07-10,,,77
192,2004-07-11,,,77
193,2004-07-12,,,77
194,2004-07-13,,,77
195,2004-07-14,1.19,0.381,77
196,2004-07-15,,,77
197,2004-07-16,,,77
198,2004-07-17,,,77
199,2004-07-18,,,77
200,2004-07-19,,,77
201,2004-07-20,,,77
202,2004-07-21,,,77
203,2004-07-22,,,77
204,2004-07-23,,,77
205,2004-07-24,,,77
206,2004-07-25,,,77
207,2004-07-26,1.29,0.371,77
208,2004-07-27,,,77
209,2004-07-28,,,77
210,2004-07-29,,,77
211,2004-07-30,,,77
212,2004-07-31,,,77
213,2004-08-01,3.33,0.645,77
214,2004-08-02,,,77
215,2004-08-03,,,77
216,2004-08-04,,,77
217,2004-08-05,,,77
218,2004-08-06,,,77
219,2004-08-07,1.53,0.817,77
220,2004-08-08,,,77
221,2004-08-09,0.885,0.627,77
222,2004-08-10,,,77
223,2004-08-11,,,77
224,2004-08-12,,,77
225,2004-08-13,,,77
226,2004-08-14,,,77
227,2004-08-15,,,77
228,2004-08-16,,,77
229,2004-08-17,,,77
230,2004-08-18,,,77
231,2004-08-19,0.678,0.306,77
232,2004-08-20,,,77
233,2004-08-21,,,77
234,2004-08-22,,,77
235,2004-08-23,,,77
236,2004-08-24,,,77
237,2004-08-25,1.17,0.53,77
238,2004-08-26,,,77
