,Date,sulfate,nitrate,ID
0,2008-01-01,,,134
1,2008-01-02,,,134
2,2008-01-03,,,134
3,2008-01-04,,,134
4,2008-01-05,,,134
5,2008-01-06,,,134
6,2008-01-07,,,134
7,2008-01-08,,,134
8,2008-01-09,,,134
9,2008-01-10,,,134
10,2008-01-11,,,134
11,2008-01-12,,,134
12,2008-01-13,,,134
13,2008-01-14,,,134
14,2008-01-15,,,134
15,2008-01-16,,,134
16,2008-01-17,,,134
17,2008-01-18,,,134
18,2008-01-19,,,134
19,2008-01-20,,,134
20,2008-01-21,,,134
21,2008-01-22,,,134
22,2008-01-23,,,134
23,2008-01-24,,,134
24,2008-01-25,,,134
25,2008-01-26,,,134
26,2008-01-27,,,134
27,2008-01-28,,,134
28,2008-01-29,,,134
29,2008-01-30,,,134
30,2008-01-31,,,134
31,2008-02-01,,,134
32,2008-02-02,,,134
33,2008-02-03,,,134
34,2008-02-04,,,134
35,2008-02-05,,,134
36,2008-02-06,,,134
37,2008-02-07,,,134
38,2008-02-08,,,134
39,2008-02-09,,,134
40,2008-02-10,,,134
41,2008-02-11,,,134
42,2008-02-12,,,134
43,2008-02-13,,,134
44,2008-02-14,,,134
45,2008-02-15,,,134
46,2008-02-16,,,134
47,2008-02-17,,,134
48,2008-02-18,,,134
49,2008-02-19,,,134
50,2008-02-20,,,134
51,2008-02-21,,,134
52,2008-02-22,,,134
53,2008-02-23,,,134
54,2008-02-24,,,134
55,2008-02-25,,,134
56,2008-02-26,,,134
57,2008-02-27,,,134
58,2008-02-28,,,134
59,2008-02-29,,,134
60,2008-03-01,,,134
61,2008-03-02,,,134
62,2008-03-03,,,134
63,2008-03-04,,,134
64,2008-03-05,,,134
65,2008-03-06,,,134
66,2008-03-07,,,134
67,2008-03-08,,,134
68,2008-03-09,,,134
69,2008-03-10,,,134
70,2008-03-11,,,134
71,2008-03-12,,,134
72,2008-03-13,,,134
73,2008-03-14,,,134
74,2008-03-15,,,134
75,2008-03-16,,,134
76,2008-03-17,,,134
77,2008-03-18,,,134
78,2008-03-19,,,134
79,2008-03-20,,,134
80,2008-03-21,,,134
81,2008-03-22,,,134
82,2008-03-23,,,134
83,2008-03-24,,,134
84,2008-03-25,,,134
85,2008-03-26,,,134
86,2008-03-27,,,134
87,2008-03-28,,,134
88,2008-03-29,,,134
89,2008-03-30,,,134
90,2008-03-31,,,134
91,2008-04-01,,,134
92,2008-04-02,,,134
93,2008-04-03,,,134
94,2008-04-04,,,134
95,2008-04-05,,,134
96,2008-04-06,,,134
97,2008-04-07,,,134
98,2008-04-08,,,134
99,2008-04-09,,,134
100,2008-04-10,,,134
101,2008-04-11,,,134
102,2008-04-12,,,134
103,2008-04-13,,,134
104,2008-04-14,,,134
105,2008-04-15,,,134
106,2008-04-16,,,134
107,2008-04-17,,,134
108,2008-04-18,,,134
109,2008-04-19,,,134
110,2008-04-20,,,134
111,2008-04-21,,,134
112,2008-04-22,,,134
113,2008-04-23,,,134
114,2008-04-24,,,134
115,2008-04-25,,,134
116,2008-04-26,,,134
117,2008-04-27,,,134
118,2008-04-28,,,134
119,2008-04-29,,,134
120,2008-04-30,,,134
121,2008-05-01,,,134
122,2008-05-02,,,134
123,2008-05-03,,,134
124,2008-05-04,,,134
125,2008-05-05,,,134
126,2008-05-06,,,134
127,2008-05-07,,,134
128,2008-05-08,,,134
129,2008-05-09,,,134
130,2008-05-10,,,134
131,2008-05-11,,,134
132,2008-05-12,,,134
133,2008-05-13,,,134
134,2008-05-14,,,134
135,2008-05-15,,,134
136,2008-05-16,,,134
137,2008-05-17,,,134
138,2008-05-18,,,134
139,2008-05-19,,,134
140,2008-05-20,,,134
141,2008-05-21,,,134
142,2008-05-22,,,134
143,2008-05-23,,,134
144,2008-05-24,,,134
145,2008-05-25,,,134
146,2008-05-26,,,134
