,Date,sulfate,nitrate,ID
0,2001-01-01,,,93
1,2001-01-02,,,93
2,2001-01-03,,,93
3,2001-01-04,,,93
4,2001-01-05,,,93
5,2001-01-06,,,93
6,2001-01-07,,,93
7,2001-01-08,,,93
8,2001-01-09,,,93
9,2001-01-10,,,93
10,2001-01-11,,,93
11,2001-01-12,,,93
12,2001-01-13,,,93
13,2001-01-14,,,93
14,2001-01-15,,,93
15,2001-01-16,,,93
16,2001-01-17,,,93
17,2001-01-18,,,93
18,2001-01-19,,,93
19,2001-01-20,,,93
20,2001-01-21,,,93
21,2001-01-22,,,93
22,2001-01-23,,,93
23,2001-01-24,,,93
24,2001-01-25,,,93
25,2001-01-26,,,93
26,2001-01-27,,,93
27,2001-01-28,,,93
28,2001-01-29,,,93
29,2001-01-30,,,93
30,2001-01-31,,,93
31,2001-02-01,,,93
32,2001-02-02,,,93
33,2001-02-03,,,93
34,2001-02-04,,,93
35,2001-02-05,,,93
36,2001-02-06,,,93
37,2001-02-07,,,93
38,2001-02-08,,,93
39,2001-02-09,,,93
40,2001-02-10,,,93
41,2001-02-11,,,93
42,2001-02-12,,,93
43,2001-02-13,,,93
44,2001-02-14,,,93
45,2001-02-15,,,93
46,2001-02-16,,,93
47,2001-02-17,,,93
48,2001-02-18,,,93
49,2001-02-19,,,93
50,2001-02-20,,,93
51,2001-02-21,,,93
52,2001-02-22,,,93
53,2001-02-23,,,93
54,2001-02-24,,,93
55,2001-02-25,,,93
56,2001-02-26,,,93
57,2001-02-27,,,93
58,2001-02-28,,,93
59,2001-03-01,,,93
60,2001-03-02,,,93
61,2001-03-03,,,93
62,2001-03-04,,,93
63,2001-03-05,,,93
64,2001-03-06,,,93
65,2001-03-07,,,93
66,2001-03-08,,,93
67,2001-03-09,,,93
68,2001-03-10,,,93
69,2001-03-11,,,93
70,2001-03-12,,,93
71,2001-03-13,,,93
72,2001-03-14,,,93
73,2001-03-15,,,93
74,2001-03-16,,,93
75,2001-03-17,,,93
76,2001-03-18,,,93
77,2001-03-19,,,93
78,2001-03-20,,,93
79,2001-03-21,,,93
80,2001-03-22,,,93
81,2001-03-23,,,93
82,2001-03-24,,,93
83,2001-03-25,,,93
84,2001-03-26,,,93
85,2001-03-27,,,93
86,2001-03-28,,,93
87,2001-03-29,,,93
88,2001-03-30,,,93
89,2001-03-31,,,93
90,2001-04-01,,,93
91,2001-04-02,,,93
92,2001-04-03,,,93
93,2001-04-04,,,93
94,2001-04-05,,,93
95,2001-04-06,,,93
96,2001-04-07,,,93
97,2001-04-08,,,93
98,2001-04-09,,,93
99,2001-04-10,,,93
100,2001-04-11,,,93
101,2001-04-12,,,93
102,2001-04-13,1.13,0.7,93
103,2001-04-14,,,93
104,2001-04-15,,,93
105,2001-04-16,,,93
106,2001-04-17,,,93
107,2001-04-18,,,93
108,2001-04-19,2.93,2.12,93
109,2001-04-20,,,93
110,2001-04-21,,,93
111,2001-04-22,,,93
112,2001-04-23,,,93
113,2001-04-24,,,93
114,2001-04-25,,,93
115,2001-04-26,,,93
116,2001-04-27,,,93
117,2001-04-28,,,93
118,2001-04-29,,,93
119,2001-04-30,,,93
120,2001-05-01,5.07,1.03,93
121,2001-05-02,,,93
122,2001-05-03,,,93
123,2001-05-04,,,93
124,2001-05-05,,,93
125,2001-05-06,,,93
126,2001-05-07,,,93
127,2001-05-08,,,93
128,2001-05-09,,,93
129,2001-05-10,,,93
130,2001-05-11,,,93
131,2001-05-12,,,93
