,Date,sulfate,nitrate,ID
0,2002-01-01,,,7
1,2002-01-02,,,7
2,2002-01-03,,,7
3,2002-01-04,,,7
4,2002-01-05,,,7
5,2002-01-06,,,7
6,2002-01-07,,,7
7,2002-01-08,,,7
8,2002-01-09,,,7
9,2002-01-10,,,7
10,2002-01-11,,,7
11,2002-01-12,,,7
12,2002-01-13,,,7
13,2002-01-14,,,7
14,2002-01-15,,,7
15,2002-01-16,,,7
16,2002-01-17,,,7
17,2002-01-18,,,7
18,2002-01-19,,,7
19,2002-01-20,,,7
20,2002-01-21,,,7
21,2002-01-22,,,7
22,2002-01-23,,,7
23,2002-01-24,,,7
24,2002-01-25,,,7
25,2002-01-26,,,7
26,2002-01-27,,,7
27,2002-01-28,,,7
28,2002-01-29,,,7
29,2002-01-30,,,7
30,2002-01-31,,,7
31,2002-02-01,,,7
32,2002-02-02,,,7
33,2002-02-03,,,7
34,2002-02-04,,,7
35,2002-02-05,,,7
36,2002-02-06,,,7
37,2002-02-07,2.45,0.441,7
38,2002-02-08,,,7
39,2002-02-09,,,7
40,2002-02-10,,,7
41,2002-02-11,,,7
42,2002-02-12,,,7
43,2002-02-13,2.64,0.896,7
44,2002-02-14,,,7
45,2002-02-15,,,7
46,2002-02-16,,,7
47,2002-02-17,,,7
48,2002-02-18,,,7
49,2002-02-19,2.43,1.07,7
50,2002-02-20,,,7
51,2002-02-21,,,7
52,2002-02-22,,,7
53,2002-02-23,,,7
54,2002-02-24,,,7
55,2002-02-25,,0.96,7
56,2002-02-26,,,7
57,2002-02-27,,,7
58,2002-02-28,,,7
59,2002-03-01,,,7
60,2002-03-02,,,7
61,2002-03-03,,0.711,7
62,2002-03-04,,,7
63,2002-03-05,,,7
64,2002-03-06,,,7
65,2002-03-07,,,7
66,2002-03-08,,,7
67,2002-03-09,1.64,0.719,7
68,2002-03-10,,,7
69,2002-03-11,,,7
70,2002-03-12,,,7
71,2002-03-13,,,7
72,2002-03-14,,,7
73,2002-03-15,4.59,0.899,7
74,2002-03-16,,,7
75,2002-03-17,,,7
76,2002-03-18,,,7
77,2002-03-19,,,7
78,2002-03-20,,,7
79,2002-03-21,4.02,0.361,7
80,2002-03-22,,,7
81,2002-03-23,,,7
82,2002-03-24,,,7
83,2002-03-25,,,7
84,2002-03-26,,,7
85,2002-03-27,7.59,0.226,7
86,2002-03-28,,,7
87,2002-03-29,,,7
88,2002-03-30,,,7
89,2002-03-31,,,7
90,2002-04-01,,,7
91,2002-04-02,3.29,0.593,7
92,2002-04-03,,,7
93,2002-04-04,,,7
94,2002-04-05,,,7
95,2002-04-06,,,7
96,2002-04-07,,,7
97,2002-04-08,5.58,0.691,7
98,2002-04-09,,,7
99,2002-04-10,,,7
100,2002-04-11,,,7
101,2002-04-12,,,7
102,2002-04-13,,,7
103,2002-04-14,2.71,0.479,7
104,2002-04-15,,,7
105,2002-04-16,,,7
106,2002-04-17,,,7
107,2002-04-18,,,7
108,2002-04-19,,,7
109,2002-04-20,5.61,0.449,7
110,2002-04-21,,,7
111,2002-04-22,,,7
112,2002-04-23,,,7
113,2002-04-24,,,7
114,2002-04-25,,,7
115,2002-04-26,2.53,0.328,7
116,2002-04-27,,,7
117,2002-04-28,,,7
118,2002-04-29,,,7
119,2002-04-30,,,7
120,2002-05-01,,,7
121,2002-05-02,6.01,0.967,7
122,2002-05-03,,,7
123,2002-05-04,,,7
124,2002-05-05,,,7
125,2002-05-06,,,7
126,2002-05-07,,,7
127,2002-05-08,,,7
128,2002-05-09,,,7
129,2002-05-10,,,7
130,2002-05-11,,,7
131,2002-05-12,,,7
132,2002-05-13,,,7
133,2002-05-14,2.66,0.231,7
134,2002-05-15,,,7
135,2002-05-16,,,7
136,2002-05-17,,,7
137,2002-05-18,,,7
138,2002-05-19,,,7
139,2002-05-20,3.18,0.321,7
140,2002-05-21,,,7
141,2002-05-22,,,7
142,2002-05-23,,,7
143,2002-05-24,,,7
144,2002-05-25,,,7
145,2002-05-26,4.62,0.509,7
146,2002-05-27,,,7
147,2002-05-28,,,7
148,2002-05-29,,,7
149,2002-05-30,,,7
150,2002-05-31,,,7
151,2002-06-01,4.76,0.363,7
152,2002-06-02,,,7
153,2002-06-03,,,7
154,2002-06-04,,,7
155,2002-06-05,,,7
156,2002-06-06,,,7
157,2002-06-07,6.31,0.397,7
158,2002-06-08,,,7
159,2002-06-09,,,7
160,2002-06-10,,,7
161,2002-06-11,,,7
162,2002-06-12,,,7
163,2002-06-13,3.26,0.368,7
164,2002-06-14,,,7
165,2002-06-15,,,7
166,2002-06-16,,,7
167,2002-06-17,,,7
168,2002-06-18,,,7
169,2002-06-19,2.51,0.405,7
170,2002-06-20,,,7
171,2002-06-21,,,7
172,2002-06-22,,,7
173,2002-06-23,,,7
174,2002-06-24,,,7
175,2002-06-25,,,7
176,2002-06-26,,,7
177,2002-06-27,,,7
178,2002-06-28,,,7
179,2002-06-29,,,7
180,2002-06-30,,,7
181,2002-07-01,4.72,0.697,7
182,2002-07-02,,,7
183,2002-07-03,,,7
184,2002-07-04,,,7
185,2002-07-05,,,7
186,2002-07-06,,,7
187,2002-07-07,8.36,0.178,7
188,2002-07-08,,,7
189,2002-07-09,,,7
190,2002-07-10,,,7
191,2002-07-11,,,7
192,2002-07-12,,,7
193,2002-07-13,2.35,0.236,7
194,2002-07-14,,,7
195,2002-07-15,,,7
196,2002-07-16,,,7
197,2002-07-17,,,7
198,2002-07-18,,,7
199,2002-07-19,3.51,0.525,7
200,2002-07-20,,,7
201,2002-07-21,,,7
202,2002-07-22,,,7
203,2002-07-23,,,7
204,2002-07-24,,,7
205,2002-07-25,,0.404,7
206,2002-07-26,,,7
207,2002-07-27,,,7
208,2002-07-28,,,7
209,2002-07-29,,,7
210,2002-07-30,,,7
211,2002-07-31,4.03,0.281,7
212,2002-08-01,,,7
213,2002-08-02,,,7
214,2002-08-03,,,7
215,2002-08-04,,,7
216,2002-08-05,,,7
217,2002-08-06,4.99,0.281,7
218,2002-08-07,,,7
219,2002-08-08,,,7
220,2002-08-09,,,7
221,2002-08-10,,,7
222,2002-08-11,,,7
223,2002-08-12,2.81,0.26,7
224,2002-08-13,,,7
225,2002-08-14,,,7
226,2002-08-15,,,7
227,2002-08-16,,,7
228,2002-08-17,,,7
229,2002-08-18,3.05,0.477,7
230,2002-08-19,,,7
231,2002-08-20,,,7
232,2002-08-21,,,7
233,2002-08-22,,,7
234,2002-08-23,,,7
235,2002-08-24,4.02,0.278,7
236,2002-08-25,,,7
237,2002-08-26,,,7
238,2002-08-27,,,7
239,2002-08-28,,,7
240,2002-08-29,,,7
241,2002-08-30,5.83,0.167,7
242,2002-08-31,,,7
243,2002-09-01,,,7
244,2002-09-02,,,7
245,2002-09-03,,,7
246,2002-09-04,,,7
247,2002-09-05,9.24,0.307,7
248,2002-09-06,,,7
249,2002-09-07,,,7
250,2002-09-08,,,7
251,2002-09-09,,,7
252,2002-09-10,,,7
253,2002-09-11,19.0,0.419,7
254,2002-09-12,,,7
255,2002-09-13,,,7
256,2002-09-14,,,7
257,2002-09-15,,,7
258,2002-09-16,,,7
259,2002-09-17,6.41,0.574,7
260,2002-09-18,,,7
261,2002-09-19,,,7
262,2002-09-20,,,7
263,2002-09-21,,,7
264,2002-09-22,,,7
265,2002-09-23,5.52,0.283,7
266,2002-09-24,,,7
267,2002-09-25,,,7
268,2002-09-26,,,7
269,2002-09-27,,,7
270,2002-09-28,,,7
271,2002-09-29,7.18,0.374,7
272,2002-09-30,,,7
273,2002-10-01,,,7
274,2002-10-02,,,7
275,2002-10-03,,,7
276,2002-10-04,,,7
277,2002-10-05,4.82,0.397,7
278,2002-10-06,,,7
279,2002-10-07,,,7
280,2002-10-08,,,7
281,2002-10-09,,,7
282,2002-10-10,,,7
283,2002-10-11,7.19,1.11,7
284,2002-10-12,,,7
285,2002-10-13,,,7
286,2002-10-14,,,7
287,2002-10-15,,,7
288,2002-10-16,,,7
289,2002-10-17,2.95,0.958,7
290,2002-10-18,,,7
291,2002-10-19,,,7
292,2002-10-20,,,7
293,2002-10-21,,,7
294,2002-10-22,,,7
295,2002-10-23,14.2,0.376,7
296,2002-10-24,,,7
297,2002-10-25,,,7
298,2002-10-26,,,7
299,2002-10-27,,,7
300,2002-10-28,,,7
301,2002-10-29,3.07,0.374,7
302,2002-10-30,,,7
303,2002-10-31,,,7
304,2002-11-01,,,7
305,2002-11-02,,,7
306,2002-11-03,,,7
307,2002-11-04,2.37,0.527,7
308,2002-11-05,,,7
309,2002-11-06,,,7
310,2002-11-07,,,7
311,2002-11-08,,,7
312,2002-11-09,,,7
313,2002-11-10,3.66,0.332,7
314,2002-11-11,,,7
315,2002-11-12,,,7
316,2002-11-13,,,7
317,2002-11-14,,,7
318,2002-11-15,,,7
319,2002-11-16,4.52,0.679,7
320,2002-11-17,,,7
321,2002-11-18,,,7
322,2002-11-19,,,7
323,2002-11-20,,,7
324,2002-11-21,,,7
325,2002-11-22,,,7
326,2002-11-23,,,7
327,2002-11-24,,,7
328,2002-11-25,,,7
329,2002-11-26,,,7
330,2002-11-27,,,7
331,2002-11-28,4.08,1.81,7
332,2002-11-29,,,7
333,2002-11-30,,,7
334,2002-12-01,,,7
335,2002-12-02,,,7
336,2002-12-03,,,7
337,2002-12-04,4.95,1.59,7
338,2002-12-05,,,7
339,2002-12-06,,,7
340,2002-12-07,,,7
341,2002-12-08,,,7
342,2002-12-09,,,7
343,2002-12-10,2.89,1.26,7
344,2002-12-11,,,7
345,2002-12-12,,,7
346,2002-12-13,,,7
347,2002-12-14,,,7
348,2002-12-15,,,7
349,2002-12-16,3.45,1.31,7
350,2002-12-17,,,7
351,2002-12-18,,,7
352,2002-12-19,,,7
353,2002-12-20,,,7
354,2002-12-21,,,7
355,2002-12-22,,,7
356,2002-12-23,,,7
357,2002-12-24,,,7
358,2002-12-25,,,7
359,2002-12-26,,,7
360,2002-12-27,,,7
361,2002-12-28,2.25,1.36,7
362,2002-12-29,,,7
363,2002-12-30,,,7
364,2002-12-31,,,7
365,2003-01-01,,,7
366,2003-01-02,,,7
367,2003-01-03,4.53,0.245,7
368,2003-01-04,,,7
369,2003-01-05,,,7
370,2003-01-06,,,7
371,2003-01-07,,,7
372,2003-01-08,,,7
373,2003-01-09,3.09,0.915,7
374,2003-01-10,,,7
375,2003-01-11,,,7
376,2003-01-12,,,7
377,2003-01-13,,,7
